05-09 17:17:50.989 127.0.0.1:54321       36666  #r thread INFO: ----- H2O started  -----
05-09 17:17:51.027 127.0.0.1:54321       36666  #r thread INFO: H2O cloud name: 'sparkling-water-navdeepgill_797256374' on /127.0.0.1:54321, discovery address /236.244.158.116:60660
05-09 17:17:51.027 127.0.0.1:54321       36666  #r thread INFO: If you have trouble connecting, try SSH tunneling from your local machine (e.g., via port 55555):
05-09 17:17:51.027 127.0.0.1:54321       36666  #r thread INFO:   1. Open a terminal and run 'ssh -L 55555:localhost:54321 navdeepgill@127.0.0.1'
05-09 17:17:51.027 127.0.0.1:54321       36666  #r thread INFO:   2. Point your browser to http://localhost:55555
05-09 17:17:51.027 127.0.0.1:54321       36666  #r thread INFO: Log dir: '/Users/navdeepgill/Desktop/rsparkling/inst/examples/h2ologs'
05-09 17:17:51.027 127.0.0.1:54321       36666  #r thread INFO: Cur dir: '/Users/navdeepgill/Desktop/rsparkling/inst/examples'
05-09 17:17:51.034 127.0.0.1:54321       36666  #r thread INFO: HDFS subsystem successfully initialized
05-09 17:17:51.039 127.0.0.1:54321       36666  #r thread INFO: S3 subsystem successfully initialized
05-09 17:17:51.039 127.0.0.1:54321       36666  #r thread INFO: Flow dir: '/Users/navdeepgill/h2oflows'
05-09 17:17:51.048 127.0.0.1:54321       36666  #r thread INFO: Cloud of size 1 formed [/127.0.0.1:54321]
05-09 17:17:51.071 127.0.0.1:54321       36666  #r thread INFO: Registered parsers: [GUESS, ARFF, XLS, SVMLight, AVRO, CSV]
05-09 17:17:51.071 127.0.0.1:54321       36666  #r thread INFO: Registered 0 extensions in: 390mS
05-09 17:17:51.353 127.0.0.1:54321       36666  #r thread INFO: Registered: 129 REST APIs in: 282mS
05-09 17:17:51.353 127.0.0.1:54321       36666  #r thread INFO: 
05-09 17:17:51.354 127.0.0.1:54321       36666  #r thread INFO: Open H2O Flow in your web browser: http://127.0.0.1:54321
05-09 17:17:51.354 127.0.0.1:54321       36666  #r thread INFO: 
05-09 17:17:59.249 127.0.0.1:54321       36666  #roup-2-2 INFO: Registered: 204 schemas in 524ms
05-09 17:17:59.294 127.0.0.1:54321       36666  #8977-169 INFO: GET /, parms: {}
05-09 17:17:59.303 127.0.0.1:54321       36666  #8977-170 INFO: GET /, parms: {}
05-09 17:17:59.365 127.0.0.1:54321       36666  #8977-172 INFO: GET /3/InitID, parms: {}
05-09 17:17:59.366 127.0.0.1:54321       36666  #8977-172 INFO: Locking cloud to new members, because water.api.schemas3.InitIDV3
05-09 17:18:17.238 127.0.0.1:54321       36666  #8977-173 INFO: GET /, parms: {}
05-09 17:18:17.243 127.0.0.1:54321       36666  #8977-174 INFO: GET /, parms: {}
05-09 17:18:17.254 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/InitID, parms: {}
05-09 17:18:17.449 127.0.0.1:54321       36666  #8977-170 INFO: GET /, parms: {}
05-09 17:18:17.457 127.0.0.1:54321       36666  #8977-170 INFO: GET /flow/index.html, parms: {}
05-09 17:18:17.457 127.0.0.1:54321       36666  #8977-170 INFO: Trying to load resource /flow/index.html via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.458 127.0.0.1:54321       36666  #8977-170 INFO: Trying to load resource /flow/index.html via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.468 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/css/flow.css via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.468 127.0.0.1:54321       36666  #8977-170 INFO: Trying to load resource /flow/css/flow-lib.css via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.469 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/css/flow.css via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.469 127.0.0.1:54321       36666  #8977-170 INFO: Trying to load resource /flow/css/flow-lib.css via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.469 127.0.0.1:54321       36666  #8977-172 INFO: Trying to load resource /flow/css/scala-editor.css via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.471 127.0.0.1:54321       36666  #8977-172 INFO: Trying to load resource /flow/css/scala-editor.css via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.473 127.0.0.1:54321       36666  #8977-173 INFO: Trying to load resource /flow/custom/custom.css via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.473 127.0.0.1:54321       36666  #8977-174 INFO: Trying to load resource /flow/js/flow-lib.js via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.473 127.0.0.1:54321       36666  #8977-175 INFO: Trying to load resource /flow/js/flow.js via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.474 127.0.0.1:54321       36666  #8977-173 INFO: Trying to load resource /flow/custom/custom.css via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.474 127.0.0.1:54321       36666  #8977-175 INFO: Trying to load resource /flow/js/flow.js via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.474 127.0.0.1:54321       36666  #8977-174 INFO: Trying to load resource /flow/js/flow-lib.js via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-170 INFO: Trying to load resource /flow/img/h2o.png via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-175 INFO: GET /flow/fonts/Lato-Regular.woff2, parms: {}
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-175 INFO: Trying to load resource /flow/fonts/Lato-Regular.woff2 via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-173 INFO: GET /flow/fonts/fontawesome-webfont.woff, parms: {v=4.2.0}
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-171 INFO: GET /flow/fonts/SourceCodePro-Regular.ttf.woff2, parms: {}
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-173 INFO: Trying to load resource /flow/fonts/fontawesome-webfont.woff via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/fonts/SourceCodePro-Regular.ttf.woff2 via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-170 INFO: Trying to load resource /flow/img/h2o.png via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.527 127.0.0.1:54321       36666  #8977-175 INFO: Trying to load resource /flow/fonts/Lato-Regular.woff2 via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.528 127.0.0.1:54321       36666  #8977-173 INFO: Trying to load resource /flow/fonts/fontawesome-webfont.woff via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.528 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/fonts/SourceCodePro-Regular.ttf.woff2 via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:17.879 127.0.0.1:54321       36666  #8977-174 INFO: GET /3/Metadata/endpoints, parms: {}
05-09 17:18:18.190 127.0.0.1:54321       36666  #8977-173 INFO: GET /3/About, parms: {}
05-09 17:18:18.190 127.0.0.1:54321       36666  #8977-175 INFO: GET /3/NodePersistentStorage/categories/environment/names/clips/exists, parms: {}
05-09 17:18:18.190 127.0.0.1:54321       36666  #8977-171 INFO: GET /flow/help/catalog.json, parms: {}
05-09 17:18:18.190 127.0.0.1:54321       36666  #8977-174 INFO: GET /3/NodePersistentStorage/notebook, parms: {}
05-09 17:18:18.190 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/help/catalog.json via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:18.191 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/help/catalog.json via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:18.192 127.0.0.1:54321       36666  #8977-170 INFO: GET /3/ModelBuilders, parms: {}
05-09 17:18:18.193 127.0.0.1:54321       36666  #8977-172 INFO: POST /3/scalaint, parms: {}
05-09 17:18:18.199 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/img/h2o-flow.png via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:18.199 127.0.0.1:54321       36666  #8977-171 INFO: Trying to load resource /flow/img/h2o-flow.png via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:18.296 127.0.0.1:54321       36666  #8977-170 INFO: GET /3/NodePersistentStorage/environment/clips, parms: {}
05-09 17:18:18.296 127.0.0.1:54321       36666  #8977-174 INFO: GET /flow/fonts/Lato-Italic.woff2, parms: {}
05-09 17:18:18.296 127.0.0.1:54321       36666  #8977-174 INFO: Trying to load resource /flow/fonts/Lato-Italic.woff2 via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:18.297 127.0.0.1:54321       36666  #8977-174 INFO: Trying to load resource /flow/fonts/Lato-Italic.woff2 via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:18.496 127.0.0.1:54321       36666  #8977-174 INFO: Trying to load resource /favicon.ico via classloader sun.misc.Launcher$AppClassLoader@60dbf04d
05-09 17:18:18.497 127.0.0.1:54321       36666  #8977-174 INFO: Trying to load resource /favicon.ico via classloader org.apache.spark.util.MutableURLClassLoader@b83e665
05-09 17:18:38.027 127.0.0.1:54321       36666  #8977-169 INFO: GET /, parms: {}
05-09 17:18:38.031 127.0.0.1:54321       36666  #8977-169 INFO: GET /, parms: {}
05-09 17:18:38.044 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/InitID, parms: {}
05-09 17:18:39.133 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/model_hex, parms: {row_count=10}
05-09 17:18:39.346 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_24 (:= model_hex (as.factor (cols model_hex [0])) [0] [])), session_id=_sid_b6f6}
05-09 17:18:39.605 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_24, parms: {row_count=10}
05-09 17:18:39.643 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_25 (:= RTMP_sid_b6f6_24 (as.factor (cols RTMP_sid_b6f6_24 [1])) [1] [])), session_id=_sid_b6f6}
05-09 17:18:39.732 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_25, parms: {row_count=10}
05-09 17:18:39.774 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_24), session_id=_sid_b6f6}
05-09 17:18:39.789 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_26 (:= RTMP_sid_b6f6_25 (as.factor (cols RTMP_sid_b6f6_25 [2])) [2] [])), session_id=_sid_b6f6}
05-09 17:18:39.846 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_26, parms: {row_count=10}
05-09 17:18:39.879 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_27 (:= RTMP_sid_b6f6_26 (as.factor (cols RTMP_sid_b6f6_26 [3])) [3] [])), session_id=_sid_b6f6}
05-09 17:18:40.255 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_27, parms: {row_count=10}
05-09 17:18:40.291 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_28 (rows RTMP_sid_b6f6_27 [68751:6])), session_id=_sid_b6f6}
05-09 17:18:40.312 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_28, parms: {row_count=10}
05-09 17:18:40.342 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_27/summary, parms: {}
05-09 17:18:40.411 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_29 (t (quantile (cols RTMP_sid_b6f6_27 [4]) [0.25 0.5 0.75] "interpolate" _))), session_id=_sid_b6f6}
05-09 17:18:40.518 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_29, parms: {row_count=10}
05-09 17:18:40.553 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_31 (quantile (tmp= RTMP_sid_b6f6_30 (cols RTMP_sid_b6f6_27 [4])) [0.25 0.5 0.75] "interpolate" _)), session_id=_sid_b6f6}
05-09 17:18:40.562 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_31, parms: {row_count=10}
05-09 17:18:40.586 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_29), session_id=_sid_b6f6}
05-09 17:18:40.597 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_28), session_id=_sid_b6f6}
05-09 17:18:40.620 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_32 (t (quantile (cols RTMP_sid_b6f6_27 [5]) [0.25 0.5 0.75] "interpolate" _))), session_id=_sid_b6f6}
05-09 17:18:40.629 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_32, parms: {row_count=10}
05-09 17:18:40.664 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_34 (quantile (tmp= RTMP_sid_b6f6_33 (cols RTMP_sid_b6f6_27 [5])) [0.25 0.5 0.75] "interpolate" _)), session_id=_sid_b6f6}
05-09 17:18:40.671 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_34, parms: {row_count=10}
05-09 17:18:40.697 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_35 (t (quantile (cols RTMP_sid_b6f6_27 [6]) [0.25 0.5 0.75] "interpolate" _))), session_id=_sid_b6f6}
05-09 17:18:40.706 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_35, parms: {row_count=10}
05-09 17:18:40.737 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_37 (quantile (tmp= RTMP_sid_b6f6_36 (cols RTMP_sid_b6f6_27 [6])) [0.25 0.5 0.75] "interpolate" _)), session_id=_sid_b6f6}
05-09 17:18:40.745 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_37, parms: {row_count=10}
05-09 17:18:40.771 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_38 (t (quantile (cols RTMP_sid_b6f6_27 [7]) [0.25 0.5 0.75] "interpolate" _))), session_id=_sid_b6f6}
05-09 17:18:40.780 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_38, parms: {row_count=10}
05-09 17:18:40.812 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_40 (quantile (tmp= RTMP_sid_b6f6_39 (cols RTMP_sid_b6f6_27 [7])) [0.25 0.5 0.75] "interpolate" _)), session_id=_sid_b6f6}
05-09 17:18:40.820 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_40, parms: {row_count=10}
05-09 17:18:40.844 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_38), session_id=_sid_b6f6}
05-09 17:18:40.855 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_35), session_id=_sid_b6f6}
05-09 17:18:40.866 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_37), session_id=_sid_b6f6}
05-09 17:18:40.876 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_36), session_id=_sid_b6f6}
05-09 17:18:40.887 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_32), session_id=_sid_b6f6}
05-09 17:18:40.898 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_34), session_id=_sid_b6f6}
05-09 17:18:40.909 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_33), session_id=_sid_b6f6}
05-09 17:18:40.933 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_41 (rows RTMP_sid_b6f6_27 (<= (h2o.runif RTMP_sid_b6f6_27 1234) 0.7))), session_id=_sid_b6f6}
05-09 17:18:41.069 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(assign train.hex RTMP_sid_b6f6_41), session_id=_sid_b6f6}
05-09 17:18:41.185 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_40), session_id=_sid_b6f6}
05-09 17:18:41.196 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_39), session_id=_sid_b6f6}
05-09 17:18:41.206 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_31), session_id=_sid_b6f6}
05-09 17:18:41.216 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_30), session_id=_sid_b6f6}
05-09 17:18:41.226 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_26), session_id=_sid_b6f6}
05-09 17:18:41.235 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_25), session_id=_sid_b6f6}
05-09 17:18:41.248 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_43 (rows RTMP_sid_b6f6_27 (& (> (tmp= RTMP_sid_b6f6_42 (h2o.runif RTMP_sid_b6f6_27 1234)) 0.7) (<= RTMP_sid_b6f6_42 0.9)))), session_id=_sid_b6f6}
05-09 17:18:41.351 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(assign valid.hex RTMP_sid_b6f6_43), session_id=_sid_b6f6}
05-09 17:18:41.479 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_41), session_id=_sid_b6f6}
05-09 17:18:41.490 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_44 (rows RTMP_sid_b6f6_27 (> RTMP_sid_b6f6_42 0.9))), session_id=_sid_b6f6}
05-09 17:18:41.519 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(assign test.hex RTMP_sid_b6f6_44), session_id=_sid_b6f6}
05-09 17:18:41.633 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_b6f6_43), session_id=_sid_b6f6}
05-09 17:18:41.651 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/train.hex, parms: {row_count=10}
05-09 17:18:41.679 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/ModelBuilders/glm, parms: {}
05-09 17:18:41.718 127.0.0.1:54321       36666  #8977-169 INFO: POST /3/ModelBuilders/glm, parms: {training_frame=train.hex, response_column=gain, ignored_columns=[""]}
05-09 17:18:41.766 127.0.0.1:54321       36666  FJ-1-9    INFO: Building H2O GLM model with these parameters:
05-09 17:18:41.777 127.0.0.1:54321       36666  FJ-1-9    INFO: {"_train":{"name":"train.hex","type":"Key"},"_valid":null,"_nfolds":0,"_keep_cross_validation_predictions":false,"_keep_cross_validation_fold_assignment":false,"_parallelize_cross_validation":true,"_auto_rebalance":true,"_seed":-1,"_fold_assignment":"AUTO","_categorical_encoding":"AUTO","_distribution":"AUTO","_tweedie_power":1.5,"_quantile_alpha":0.5,"_huber_alpha":0.9,"_ignored_columns":[""],"_ignore_const_cols":true,"_weights_column":null,"_offset_column":null,"_fold_column":null,"_is_cv_model":false,"_score_each_iteration":false,"_max_runtime_secs":0.0,"_stopping_rounds":3,"_stopping_metric":"deviance","_stopping_tolerance":1.0E-4,"_response_column":"gain","_balance_classes":false,"_max_after_balance_size":5.0,"_class_sampling_factors":null,"_max_confusion_matrix_size":20,"_checkpoint":null,"_pretrained_autoencoder":null,"_standardize":true,"_family":"gaussian","_link":"family_default","_solver":"AUTO","_tweedie_variance_power":0.0,"_tweedie_link_power":1.0,"_alpha":null,"_lambda":null,"_missing_values_handling":"MeanImputation","_prior":-1.0,"_lambda_search":false,"_nlambdas":-1,"_non_negative":false,"_exactLambdas":false,"_lambda_min_ratio":-1.0,"_use_all_factor_levels":false,"_max_iterations":-1,"_intercept":true,"_beta_epsilon":1.0E-4,"_objective_epsilon":-1.0,"_gradient_epsilon":-1.0,"_obj_reg":-1.0,"_compute_p_values":false,"_remove_collinear_columns":false,"_interactions":null,"_early_stopping":true,"_beta_constraints":null,"_max_active_predictors":-1,"_stdOverride":false}
05-09 17:18:41.777 127.0.0.1:54321       36666  FJ-1-9    INFO: Dropping ignored columns: []
05-09 17:18:41.777 127.0.0.1:54321       36666  FJ-1-9    INFO: train dataset already contains 8 chunks. No need to rebalance.
05-09 17:18:41.886 127.0.0.1:54321       36666  FJ-1-9    INFO: GLM[dest=GLM_model_R_1494375469993_9, iter=0 lmb=.18E-1 obj=456.25 imp=.1E1 bdf=.38E1] Got 67 active columns out of 140 total
05-09 17:18:41.887 127.0.0.1:54321       36666  FJ-1-9    INFO: GLM[dest=GLM_model_R_1494375469993_9, iter=0 lmb=.18E-1 obj=456.25 imp=.1E1 bdf=.38E1] picked solver IRLSM
05-09 17:18:42.533 127.0.0.1:54321       36666  FJ-1-9    WARN: ADMM solver stopped after 10000 iterations. (max_iter=10000)
05-09 17:18:42.534 127.0.0.1:54321       36666  FJ-1-9    WARN: ADMM solver finished with gerr = 1.8046728094474151 >  eps = 1.0E-4
05-09 17:18:42.537 127.0.0.1:54321       36666  FJ-1-9    INFO: GLM[dest=GLM_model_R_1494375469993_9, iter=0 lmb=.18E-1 obj=20.743 imp=.95E0 bdf=.47E2] solution has 17 nonzeros
05-09 17:18:42.541 127.0.0.1:54321       36666  FJ-1-9    INFO: GLM[dest=GLM_model_R_1494375469993_9, iter=0 lmb=.18E-1 obj=20.743 imp=.95E0 bdf=.47E2] Scoring after 775ms
05-09 17:18:42.663 127.0.0.1:54321       36666  FJ-1-9    INFO: GLM[dest=GLM_model_R_1494375469993_9, iter=0 lmb=.18E-1 obj=20.743 imp=.95E0 bdf=.47E2] Training metrics computed in 121ms
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO: GLM[dest=GLM_model_R_1494375469993_9, iter=0 lmb=.18E-1 obj=20.743 imp=.95E0 bdf=.47E2] Model Metrics Type: RegressionGLM
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  Description: N/A
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  model id: GLM_model_R_1494375469993_9
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  frame id: train.hex
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  MSE: 3.8449743
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  RMSE: 1.9608606
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  mean residual deviance: 3.8449743
